Id,SalePrice
171,71155.98338963659
2401,418736.74452518753
805,222659.11801682893
2259,261066.91709775233
1748,188265.73587493482
1361,138584.61678027766
1677,98787.7916087205
1406,150252.24187679138
2322,194416.15767198248
688,158551.11405637005
143,141151.44654885272
804,220808.0543712121
1214,159895.8635989331
2828,142024.16128927245
1999,182529.79834297657
2467,211625.7476480976
2665,167512.8216981628
1538,348141.9307169865
398,119850.91578066807
2822,129368.93103122697
2157,152687.82999186916
1856,179475.98105637808
1269,103679.42042190446
2570,115792.72425473656
2320,222847.59042352726
1517,128667.92782673468
2304,111864.96414975032
1312,97630.25946384433
2012,137020.81454770878
506,252741.620873937
2865,220905.50719386915
2367,86659.08706532954
554,86230.52905835514
238,136449.2936938051
1954,112918.64041961967
2488,112472.99182365647
2291,58753.22903452857
1969,108314.12028649237
2725,178830.3457519203
1482,158385.3349489232
2763,213435.94043167686
503,278697.57801371056
1584,246343.39102901617
1531,146170.51184494115
2210,190606.01194811132
459,337716.46355184563
556,133319.15579004452
1347,133868.50901191618
1290,74755.89443815562
1388,96986.75111051027
1571,240375.68418416596
2754,217261.6147548883
765,142313.48801663928
2494,126593.95994722427
2870,231516.03549129426
7,270031.5534787318
1114,251016.62084350595
2418,270684.3275297323
291,131302.78535870224
18,374874.0791950496
39,407877.4272029097
1001,305139.98921131826
2442,232361.9228814583
616,129950.15349383524
2680,64280.54346321692
1414,130904.68985825783
289,167657.9795514619
40,301572.97399228124
860,134323.61156962765
409,129410.3196878224
673,149751.8167090983
2427,179866.37915180463
2036,203585.85371494276
2564,143205.35254856374
642,164857.31299904056
1008,190284.4912872589
1908,155524.88987133658
2519,197125.15839074733
1369,103598.52007298029
2855,163133.16522587196
712,93486.52402666776
1943,107374.11699617785
1958,129139.40153123235
107,176922.35315065665
2295,212926.8141450637
704,94437.21659829123
676,146749.86135461676
259,189397.2655410186
93,291224.6709663067
106,243761.16369437712
2315,172292.39211147296
1050,104346.72059915838
1095,214273.71721187962
2709,161949.95365776407
758,92175.2411786514
1496,155692.43419613896
2370,109441.28065747375
2458,292818.50224569556
2733,136417.29062443814
161,272850.12403876934
726,153079.84180928214
845,212587.9130272911
947,253485.37302296364
2232,104982.97958094608
2563,140303.1949972135
2299,140019.13958148597
211,71871.04663630397
605,163823.28283542686
1478,202002.97238284344
2247,262823.02784128406
2274,209189.48980446972
2869,226097.40188673465
967,204375.73355559283
2656,118511.137583586
667,197332.46125881711
1042,104571.83529839983
2023,159357.382958497
2447,379356.71987501974
2055,132293.58333813638
2275,275818.9541333771
2204,183481.29712051962
1563,257749.2557968414
483,228130.38919299564
796,129485.76484175654
1526,166318.21761243825
2042,111591.14388515521
442,352868.29151706654
1693,335084.96487378504
1468,224062.42653207484
1430,215352.55700947708
2605,172209.59397285635
1529,206150.97384447383
335,151956.47153295926
1287,120396.19829593919
31,87634.24378515259
1785,299059.58256198745
82,157484.42206457918
2620,134570.45535556535
252,188641.31767639436
721,45443.47316327339
2165,194243.3936993514
2316,194849.3811835471
775,127740.59362921004
1558,89169.84251093099
17,201620.71866928853
1022,229623.41779457743
925,140500.38366888257
438,305457.46461308154
1270,141284.1840800312
1272,136811.3103755575
215,143831.71970710982
266,231692.66481120366
2402,309645.15204859164
1250,137201.78497653213
1984,106328.1424518278
1279,146595.75109977653
377,245842.07282494742
1252,121221.96180033509
2156,262361.8928775707
499,348162.60309755907
1374,117154.07747975469
2898,219768.51896583964
401,110430.37955031014
2721,166084.48688191728
2078,248390.8333795893
2589,113630.70466263912
1946,227419.5188644765
1334,118703.21867495257
2781,224665.01810490957
431,397388.4417999699
576,203493.1477724704
1474,210376.9496645887
2254,133335.96850730816
2155,274836.0363554979
885,91739.855312261
643,148466.06050093324
1944,120859.0460289653
480,201941.3130134254
2845,102870.15589135134
2387,332838.6653968486
2407,224804.85221862094
2527,166612.46820342977
2514,149344.39093064796
629,152093.5824552496
80,209648.43746470645
1876,140835.99668163023
1546,116932.78303192591
2518,178214.2058969683
2347,160464.15381422604
783,219586.25720526354
1322,41848.59510836503
194,99239.4436501233
1770,309784.968573857
2143,145999.55034938158
1229,222166.84866695327
511,277339.16306441335
46,277518.85520604975
1348,180937.7156856935
2465,204683.61320566278
387,231133.9058866221
873,232975.37155019154
1918,120464.89373098977
2764,232068.66139176855
2184,120986.72593616958
934,135941.96305449968
1920,116838.52113412162
2631,163253.70815707953
1768,490710.9874592488
2040,129592.53521877673
1749,223847.93482927594
834,237261.15683038466
1457,232959.49781892885
79,104924.97739784008
2302,127139.43017361077
1817,157022.56063444505
2755,239780.32629906945
359,180302.75704024552
2059,112133.48396925045
2092,237269.56750531908
2516,237189.25672627322
150,113050.63599280786
1656,152566.46766875434
83,95441.54225293997
2411,187132.13200849542
795,68911.33107612676
2312,222539.42203494057
2917,116495.90262484865
1624,185331.2526663638
2215,293107.6185079715
1211,155653.42131161276
1485,169277.44386592082
1024,186209.3246911771
570,198824.87466434244
2874,144989.7646415029
700,272004.4771619507
2756,214540.27235116405
2022,173594.89851187504
583,223802.81004854213
2392,374551.3440434995
2424,166913.11258513754
212,97783.98683567515
736,137382.27851155668
1610,181295.84914135336
890,119187.6256307375
467,180986.70271391634
578,213077.6079649102
1747,202002.9703438774
1149,147319.833905417
2758,241084.83677286713
857,153779.1946724377
2219,298332.29430149664
733,97464.32957691877
2909,114126.43710677252
1798,259103.75734273012
235,97889.11193528793
2366,120571.49034241433
1027,125755.69241706951
1195,149101.25857942086
1303,43039.48384678745
148,186342.96402895026
608,160113.71150916224
2515,198011.38740776162
821,277108.2082860429
2500,273256.2559309676
745,110135.82688029684
741,128357.14600150498
1611,127143.43293528596
2532,119795.36500723606
1081,217996.9506069683
1692,412593.0572071859
2520,182482.63365641615
276,104475.78655631802
1992,139917.44151115138
663,20253.90612273768
418,118424.7482772393
1733,211283.26747104878
2359,153523.25732768455
253,201208.3179028178
1518,191651.50197909836
2035,133404.31922089495
2919,56962.01983399768
1540,246112.04006474258
2120,141729.43924988364
1674,174354.6552058124
256,152298.84366979005
2361,94487.25870274413
978,88270.98610198773
2280,130829.56512031965
2095,231923.28641601108
1709,342297.9675639076
2801,249385.7957747477
1246,128180.90156123483
2373,86173.45786025672
1055,305324.1075916854
2017,138563.19284836695
1099,305735.94629441935
1344,82742.22882515269
835,209922.11833917286
1117,240431.88773328843
2043,78751.37368897376
2085,106634.81103088746
410,142092.27666687872
2650,99991.75596822456
2867,178397.1350066788
1668,110995.74190097876
1161,163071.19213505308
2122,189559.4238051595
2539,144578.36997021927
1047,130776.23922769184
1445,144174.313221352
541,108648.88587471601
569,213152.50631887544
1276,113050.45348963207
918,162361.55362955813
326,154359.65071787304
1936,131240.94596298342
895,87692.69489069277
257,142258.5481397764
1241,180126.7374835188
1545,129557.62534702502
1189,180779.17034859734
270,154089.5694867102
2066,192635.59439187503
693,108657.01245555392
1259,135093.110599986
2916,161673.4410093859
2321,276823.2164328257
1977,97140.30096509695
1895,144857.69852142752
1240,137761.33198522733
85,152222.80339935754
1823,107675.56198479634
825,275673.0779168344
110,230258.62073504383
697,127764.01655783557
2297,111935.68190054172
1231,140809.07791631308
1355,127470.6079876597
968,326333.84093904635
584,232112.38217177006
1315,141658.72833889868
1606,137527.29617598152
206,108284.2960776913
1685,375611.7185215419
2016,126762.46711957295
869,213977.02172355156
2135,131270.63432484603
2346,184080.49634910023
2430,227291.41966003057
2198,96711.1138125014
2652,129162.68392271562
27,117740.62545375596
241,174003.97798445376
906,123133.92435370406
1506,109229.62093865928
2098,334408.7032992146
1435,231825.95305753604
2213,132373.46791314054
1274,135435.9992709963
743,30155.005233179923
1737,207981.32324039517
2797,279307.93933572783
2185,52136.134146147466
58,169317.89119279094
830,209793.58089382402
808,122237.21912822057
680,139042.27057834488
1153,106010.16707334302
1291,143550.88393479932
1818,152181.19526124722
2161,186770.57306694024
1883,124246.60310899917
350,347200.01862830366
2473,130982.50565750783
295,196687.42180972552
293,189017.77075691242
859,141851.24663463066
288,57141.4395777997
1578,151639.4561750464
102,208194.66132110212
2831,138409.9130038399
1030,147550.2520641684
2551,142723.2130229348
1286,152406.36119910947
958,284575.587955366
776,123448.48031115558
72,226538.95643371606
2263,246332.67403427715
1866,164575.37297111747
2876,71781.0709347591
2146,230793.81762295877
103,171669.33819549088
1500,133036.93042730633
492,126211.5061780757
167,153065.9976720424
2597,116328.7559318355
2685,106842.00867330485
1035,160997.2278190902
1220,52831.63762314146
2602,160966.33167481862
2159,205942.64885034808
695,155235.11277064172
1109,281345.8813985301
640,177402.76560304605
1652,146946.3897926995
2090,158225.68883449532
1188,163879.42910175823
2345,230759.01673591166
1059,389308.9142019049
2751,220236.11028925912
128,215166.45962683356
1523,180775.7780603419
2925,175530.27058183643
2145,276230.43610539474
1121,226958.17140752895
566,243102.43646859413
565,272388.8108494389
1331,145342.4604018297
2928,97461.01333177154
156,139152.19384771975
797,127619.5286183428
327,79126.85832373027
2859,150495.734336986
1453,128464.45730742211
1762,337559.18527487316
1868,196419.32055089908
1760,171290.90574955268
1113,243928.90084785555
1812,208738.95923030114
117,152804.93074331305
1142,212118.19720004723
2342,398302.96448753943
927,161532.961051709
2478,174286.33558034664
655,70983.81345354767
2064,129532.413660464
369,299210.6203518779
2239,138866.52287094976
2732,216172.9523793036
1653,167799.88415108708
959,221614.2273416388
2395,348659.40406155935
1412,97280.86515755451
271,245776.8810941614
1484,157365.91562120174
1497,146963.6719909347
552,152258.16779838037
2,104485.87066896078
1855,287467.4233481231
4,268406.5263860139
2292,153974.44543189797
134,140398.0237709331
646,97495.60502596253
42,325901.2619912864
532,223458.65623893816
713,94902.86815262621
2561,143271.96375940315
2360,133019.24835825083
1333,119387.68989710216
1407,229733.70114932008
2892,285997.10096559825
574,213307.46588547606
1227,181981.017321743
2591,244852.05421801208
1476,218789.58271069315
1125,258641.63753600302
1446,148537.96796729648
408,114559.06797871037
1101,306039.1914806578
2251,195595.41404705672
373,177844.82681306763
2554,149106.46668861958
2382,284888.4433293652
1985,91444.92032784333
519,266252.04451546015
1093,186873.4997802922
864,244852.06894286172
2889,147553.27278743128
2308,183229.6453822838
986,135151.5253341784
1302,141709.61955057166
585,157130.42408624268
2708,141789.8990409804
147,129065.21224249195
1441,224719.2412089754
383,204497.59405302972
285,152601.0300081011
181,106779.90359639161
358,193262.07330695025
780,174982.47386446982
258,182121.2494890298
1865,231044.87549330574
692,112945.00270467531
2902,307183.6283544492
508,265308.44093264436
2638,143533.28738310956
36,135772.70399647072
611,171660.6335898945
2281,145107.1247473067
1678,109339.88370854067
1696,417219.385615233
1557,66467.6032331492
2180,144796.3650278389
1726,242850.8773120083
951,145613.96282914188
267,229892.67291924127
2706,136462.32649648975
2221,239539.29243346513
1357,145155.11725819536
2901,293703.59588334383
347,172911.90131756302
2164,202657.1060026411
1586,287959.81675234204
360,156453.7617651848
1769,274751.98653757066
2617,170663.57322334262
1879,138596.2950482104
991,237173.61182836792
1535,109615.14142478892
1191,145912.54294571705
1579,225816.33761863553
1882,-102973.79743557604
1510,115791.39289109551
2196,153752.6138557686
1845,184295.90380860388
2336,390475.8747623272
942,102726.42545378803
861,125819.10134414438
2555,105864.93271133235
1392,173401.24378631334
2099,251711.5275530294
1543,109078.05945374563
948,245637.5219329044
1239,166481.70888639687
22,197957.58705181067
2796,230050.34010937175
2747,183159.45675982413
92,295003.22892919084
210,164288.89565709027
1858,207837.25319671616
2228,144734.03385765958
447,269663.60399094014
827,237772.3135823856
1649,235837.57494805224
682,150346.1773058444
2698,115047.76252593464
494,159123.0672501112
214,95551.36440203963
2441,246438.78763648355
2679,115085.73021988086
1336,125130.51029836567
465,182736.4910127463
1524,153704.6085697954
2543,112660.70826171024
631,155154.60395361757
2452,326366.0300324561
228,173455.61934734602
126,167566.595184972
1092,249426.43768524402
1122,212751.0826121915
932,237316.84737203043
1980,84019.28188705536
2171,104416.3081462723
551,180747.340372522
2768,178706.90864120223
2056,107589.47498331599
1159,342792.4556161971
2645,132889.38413163985
1174,176663.19126658284
2266,221183.21941891665
2462,327440.5086820503
1219,145896.48001522393
2922,184975.1941179639
118,144495.97104788813
474,157679.06535505084
2576,143021.55083209224
872,269108.935814618
1077,234779.07640054717
1536,140488.68053494132
1150,102502.19820734704
2341,348592.9789885828
1931,160954.62534047393
2785,143334.9688098465
2538,127451.57267017447
597,199990.73384902082
464,210597.11089455461
233,249189.24058583396
2169,134932.39616843438
2123,176425.13390409775
1867,162973.48469803887
137,265677.986025217
515,251214.59704390747
933,95753.01540101183
2784,173549.93103527164
972,162077.3436452884
599,159528.39549040515
2614,144532.97338226606
2582,141151.3267360814
1409,169033.23068289892
175,114963.50750064832
352,274433.70584264956
976,107975.44286942208
2134,192424.15675797322
984,93464.61795408107
2396,353027.02716493467
1673,133046.00794176752
404,119857.78764074748
607,165190.57844260777
814,166339.3029501958
868,187227.1664302023
2271,185483.80484992196
1633,272389.2905774689
337,160022.59027794958
2765,189980.59349616844
1746,194638.49126456716
368,352423.9914228677
2806,202479.3357257567
1662,187279.48073388243
1234,220332.91191748594
1373,116772.78082486571
1672,109769.98318011753
1939,127329.18295405262
